orig_book_index	orig_chapter	orig_verse	text
47N	13	4	אפנ אזדקפ גיר במחילותא אלא חי הו בחילא דאלהא ואפ חננ מחיליננ עמה אלא חיינ חננ עמה בחילא דאלהא דבכונ ܀
47N	13	5	נפשׁכונ בקו אנ בה בהימנותא קימינ אנתונ נפשׁכונ אסו או לא משׁתודעיתונ דישׁוע משׁיחא בכונ הו ואנ לא מסליא אנתונ ܀
47N	13	6	מסבר אנא דינ דתדעונ דחננ לא הוינ מסלינ ܀
47N	13	7	בעא אנא דינ מנ אלהא דלא נהוא בכונ מדמ דבישׁ איכ דבוקינ דילנ נתחזא אלא דאנתונ תהוונ סערינ טבתא וחננ נהוא איכ מסליא ܀
47N	13	8	לא גיר משׁכחיננ דנעבד מדמ לוקבל קושׁתא אלא חלפ קושׁתא ܀
47N	13	9	חדיננ דינ מא דחננ כריהינ ואנתונ חילתנינ הדא גיר אפ מצליננ דאנתונ תתגמרונ ܀
47N	13	10	מטל הנא כד רחיק אנא הלינ כתב אנא דלא מא דאתית קשׁיאית אסעור איכ שׁולטנא דיהב לי מרי לבנינכונ ולא לסוחפכונ ܀
47N	13	11	מכיל אחי חדו ואתגמרו ואתביאו ואויותא ושׁינא נהוא בכונ ואלהא דחובא ודשׁלמותא נהוא עמכונ ܀
47N	13	12	שׁאלו בשׁלמא חד דחד בנושׁקתא קדישׁתא ܀
47N	13	13	שׁאלינ בשׁלמכונ כלהונ קדישׁא ܀
47N	13	14	שׁלמה דמרנ ישׁוע משׁיחא וחובה דאלהא ושׁותפותא דרוחא דקודשׁא עמ כלכונ אמינ ܀
48N	1	1	פולוס שׁליחא לא מנ בנינשׁא ולא ביד ברנשׁא אלא ביד ישׁוע משׁיחא ואלהא אבוהי הו דאקימה מנ בית מיתא ܀
48N	1	2	וכלהונ אחא דעמי לעדתא דאית בגלטיא ܀
48N	1	3	טיבותא עמכונ ושׁלמא מנ אלהא אבא ומנ מרנ ישׁוע משׁיחא ܀
48N	1	4	הו דיהב נפשׁה חלפ חטהינ דנפצינ מנ עלמא הנא בישׁא איכ צבינה דאלהא אבונ ܀
48N	1	5	דלה שׁובחא לעלמ עלמינ אמינ ܀
48N	1	6	מתדמר אנא איכנא בעגל מתהפכינ אנתונ מנ משׁיחא הו דקרכונ בטיבותה לאחרתא סברתא ܀
48N	1	7	אידא דלא איתיה אלא אנשׁא הו אית דדלחינ לכונ וצבינ דנשׁחלפונ סברתה דמשׁיחא ܀
48N	1	8	אפ אנ חננ דינ או מלאכא מנ שׁמיא נסברכונ לבר מנ מא דסברנכונ נהוא חרמ ܀
48N	1	9	איכנא דמנ לוקדמ אמרת והשׁא תוב אמר אנא דאנ אנשׁ מסבר לכונ לבר מנ מא דקבלתונ נהוא חרמ ܀
48N	1	10	השׁא גיר לבנינשׁא הו מפיס אנא או לאלהא או לבנינשׁא בעא אנא דאשׁפר אלו גיר עדמא להשׁא לבנינשׁא שׁפר הוית עבדא דמשׁיחא לא הוא הוית ܀
48N	1	11	מודע אנא לכונ דינ אחי דסברתא דאסתברת מני לא הות מנ ברנשׁא ܀
48N	1	12	אפלא גיר אנא מנ ברנשׁא קבלתה וילפתה אלא בגלינא דישׁוע משׁיחא ܀
48N	1	13	שׁמעתונ גיר הופכי דמנ קדימ דביהודיותא דיתיראית רדפ הוית עדתה דאלהא וחרב הוית לה ܀
48N	1	14	ומתיתר הוית ביהודיותא טב מנ סגיאא בני שׁני דאית הוא בטוהמי ויתיראית טאנ הוית ביולפנא דאבהי ܀
48N	1	15	כד צבא דינ הו מנ דפרשׁני מנ כרס אמי וקרני בטיבותה ܀
48N	1	16	דנגלא ברה בי דאסבריוהי בעממא בר שׁעתה לא גלית לבסרא ולדמא ܀
48N	1	17	ולא אזלת לאורשׁלמ לות שׁליחא דמנ קדמי אלא אזלת לארביא ותוב הפכת לדרמסוק ܀
48N	1	18	ומנ בתר תלת שׁנינ אזלת לאורשׁלמ דאחזא לכאפא וקוית לותה יומתא חמשׁתעסר ܀
48N	1	19	לאחרינ דינ מנ שׁליחא לא חזית אלא אנ ליעקוב אחוהי דמרנ ܀
48N	1	20	הלינ דינ דכתב אנא לכונ הא קדמ אלהא דלא מכדב אנא ܀
48N	1	21	מנ בתר הלינ אתית לאתרותא דסוריא ודקיליקיא ܀
48N	1	22	ולא ידענ הוי לי באפינ עדתא דביהוד הלינ דבמשׁיחא ܀
48N	1	23	אלא הדא בלחוד שׁמעינ הוו דהו דמנ קדימ רדפ הוא לנ השׁא הא מסבר הימנותא הי דמנ קדמ זבנא מסחפ הוא ܀
48N	1	24	ומשׁבחינ הוו בי לאלהא ܀
48N	2	1	תוב דינ מנ בתר ארבעסרא שׁנינ סלקת לאורשׁלמ עמ ברנבא ודברת עמי לטטוס ܀
48N	2	2	סלקת דינ בגלינא וגלית להונ סברתא דמכרז אנא בעממא וחויתה לאילינ דמסתברינ הוו דמדמ איתיהונ ביני ולהונ דמ סריקאית רהטת או רהט אנא ܀
48N	2	3	אפ טטוס דעמי דארמיא הוא לא אתאנס דנגזור ܀
48N	2	4	מטל דינ אחא דגלא דעלו עלינ דנגשׁונ חארותא דאית לנ בישׁוע משׁיחא איכנא דנשׁעבדונני ܀
48N	2	5	אפלא מלא שׁעא אתרמינ לשׁועבדהונ דשׁררה דסברתא נקוא לותכונ ܀
48N	2	6	הנונ דינ דמסתברינ דאיתיהונ מדמ מנ דינ איתיהונ לא בטיל לי אלהא גיר באפי בנינשׁא לא נסב הנונ דינ הלינ מדמ לא אוספו לי ܀
48N	2	7	אלא אחרניאית חזו גיר דאתהימנת סברתא דעורלותא איכ דאתהימנ כאפא בגזורתא ܀
48N	2	8	הו גיר דחפט לכאפא בשׁליחותא דגזורתא חפט אפ לי בשׁליחותא דעממא ܀
48N	2	9	וכד ידעו טיבותא דאתיהבת לי יעקוב וכאפא ויוחננ הנונ דמסתברינ הוו דאיתיהונ עמודא ימינא דשׁותפותא יהבו לי ולברנבא דחננ בעממא והנונ בגזורתא ܀
48N	2	10	בלחוד דלמסכנא הוינ עהדיננ ואתבטל לי דהי הדא אעבדיה ܀
48N	2	11	כד אתא דינ כאפא לאנטיוכי באפוהי אכסתה מטל דמתתקלינ הוו בה ܀
48N	2	12	דעדלא נאתונ אנשׁא מנ לות יעקוב עמ עממא אכל הוא כד אתו דינ נגד הוא נפשׁה ופרשׁ מטל דדחל הוא מנ הנונ דמנ גזורתא ܀
48N	2	13	ואתרמיו הוו עמה להדא אפ שׁרכא דיהודיא הכנא דאפ ברנבא אתדבר הוא למסב באפיהונ ܀
48N	2	14	וכד חזית דלא אזלינ תריצאית בשׁררה דאונגליונ אמרת לכאפא לעינ כלהונ אנ אנת דיהודיא אנת ארמאית חיא אנת ולא יהודאית איכנא אלצ אנת לעממא דיהודאית נחונ ܀
48N	2	15	חננ גיר דמנ כיננ יהודיא חננ ולא הוינ מנ עממא חטיא ܀
48N	2	16	מטל דידעיננ דלא מזדדק ברנשׁא מנ עבדא דנמוסא אלא בהימנותא דישׁוע משׁיחא אפ חננ בה בישׁוע משׁיחא הימננ דמנ הימנותה דמשׁיחא נזדדק ולא מנ עבדא דנמוסא מטל דמנ עבדא דנמוסא לא מזדדק כל בסר ܀
48N	2	17	אנ דינ כד בעיננ דנזדדק במשׁיחא אשׁתכחנ לנ אפ חננ חטיא מדינ ישׁוע משׁיחא משׁמשׁנא הו דחטיתא חס ܀
48N	2	18	אנ גיר לאילינ דסתרת תוב להינ בנא אנא חוית על נפשׁי דעבר על פוקדנא אנא ܀
48N	2	19	אנא גיר בנמוסא לנמוסא מיתת דלאלהא אחא ܀
48N	2	20	ועמ משׁיחא זקיפ אנא ומכיל לא הוא אנא חי אנא אלא חי בי משׁיחא והנא דהשׁא חי אנא בבסר בהימנותא הו דברה דאלהא חי אנא הו דאחבנ ויהב נפשׁה חלפינ ܀
48N	2	21	לא טלמ אנא טיבותה דאלהא אנ גיר ביד נמוסא הי זדיקותא משׁיחא מגנ מית ܀
48N	3	1	או חסירי רעינא גלטיא מנו חסמ בכונ דהא איכ הו דמצר ציר הוא קדמ עיניכונ ישׁוע משׁיחא כד צליב ܀
48N	3	2	הדא בלחוד צבא אנא דאדע מנכונ מנ עבדא דנמוסא נסבתונ רוחא או מנ שׁמעא דהימנותא ܀
48N	3	3	הכנא סכלינ אנתונ דשׁריתונ ברוחא והשׁא בבסר משׁלמינ אנתונ ܀
48N	3	4	הלינ כלהינ איקא סיברתונ ואשׁתופ דינ איקא ܀
48N	3	5	הו הכיל דיהב בכונ רוחא וסער בכונ חילא מנ עבדא דנמוסא או מנ שׁמעא דהימנותא ܀
48N	3	6	איכנא דהימנ אברהמ לאלהא ואתחשׁבת לה לזדיקו ܀
48N	3	7	דעו הכיל דאילינ דמנ הימנותא אנונ הנונ אנונ בניא דאברהמ ܀
48N	3	8	מטל גיר דקדמ ידע אלהא דבהימנותא הו מזדדקינ עממא קדמ סבר לאברהמ איכ דאמר כתבא קדישׁא דבכ נתברכונ כלהונ עממא ܀
48N	3	9	מדינ מהימנא הו מתברכינ באברהמ מהימנא ܀
48N	3	10	אילינ גיר דמנ עבדא אנונ דנמוסא תחית לוטתא אנונ כתיב גיר דליט הו כלמנ דלא נעבד כל דכתיב בנמוסא הנא ܀
48N	3	11	דלא דינ מזדדק אנשׁ בנמוסא לות אלהא הדא גליא הי מטל דכתיב דזדיקא בהימנותא נחא ܀
48N	3	12	נמוסא דינ לא הוא מנ הימנותא אלא מנ דנעבד אילינ דכתיבנ בה נחא בהינ ܀
48N	3	13	לנ דינ משׁיחא זבננ מנ לוטתא דנמוסא והו הוא חלפינ לוטתא כתיב גיר דליט הו כלמנ דמתתלא בקיסא ܀
48N	3	14	דבעממא תהוא בורכתה דאברהמ בישׁוע משׁיחא וחננ נסב שׁוודיא דרוחא בהימנותא ܀
48N	3	15	אחי איכ דבית בנינשׁא אמר אנא דדיתקא דברנשׁא דאשׁתררת אנשׁ לא מסלא או משׁחלפ בה מדמ ܀
48N	3	16	לאברהמ דינ אתמלכ מולכנא ולזרעה ולא אמר לה דלזרעיכ איכ דלסגיאא אלא לזרעכ איכ דלחד הו דאיתוהי משׁיחא ܀
48N	3	17	הדא דינ אמר אנא דדיתקא דמנ קדימ אשׁתררת מנ אלהא במשׁיחא נמוסא הו דהוא מנ בתר ארבע מאא ותלתינ שׁנינ לא משׁכח דנסליה ונבטל מולכנא ܀
48N	3	18	אנ דינ מנ נמוסא הי ירתותא מכיל לא הות מנ מולכנא לאברהמ דינ במולכנא הו יהב לה אלהא ܀
48N	3	19	מנא הכיל נמוסא מטל מסטינותא אתתוספ עדמא דנאתא זרעא הו דלה הוא שׁוודיא ואתיהב הו נמוסא ביד מלאכא באידא דמצעיא ܀
48N	3	20	מצעיא דינ לא הוא דחד אלהא דינ חד הו ܀
48N	3	21	נמוסא הכיל סקובלא הו דמולכנא דאלהא חס אלו גיר אתיהב הוא נמוסא אינא דמשׁכח הוא למחיו שׁריראית מנ נמוסא הויא הות זדיקותא ܀
48N	3	22	אלא חבשׁ כתבא כלמדמ תחית חטיתא דמולכנא בהימנותא דישׁוע משׁיחא נתיהב לאילינ דמהימנינ ܀
48N	3	23	עדלא דינ תאתא הימנותא נמוסא נטר הוא לנ כד חבישׁיננ להימנותא דעתידא הות למתגליו ܀
48N	3	24	נמוסא הכיל תראא הוא לנ לות משׁיחא דמנ הימנותא נזדדק ܀
48N	3	25	כד אתת דינ הימנותא לא הוינ תחית תראא ܀
48N	3	26	כלכונ גיר בניא אנתונ דאלהא בהימנותא דישׁוע משׁיחא ܀
48N	3	27	אילינ גיר דבמשׁיחא עמדתונ למשׁיחא לבשׁתונ ܀
48N	3	28	לית יהודיא ולא ארמיא לית עבדא ולא בר חארא לית דכרא ולא נקבתא כלכונ גיר חד אנתונ בישׁוע משׁיחא ܀
48N	3	29	ואנ דמשׁיחא אנתונ מכיל זרעה אנתונ דאברהמ וירתא במולכנא ܀
48N	4	1	אמר אנא דינ דכמא זבנא דירתא טלא לא פרישׁ מנ עבדא כד מרא הו דכלהונ ܀
48N	4	2	אלא תחית אפטרופא איתוהי ורבי בתא עדמא לזבנא דסמ אבוהי ܀
48N	4	3	הכנא אפ חננ כד ילודא הוינ תחית אסטוכסוהי דעלמא משׁעבדינ הוינ ܀
48N	4	4	כד מטא דינ שׁולמה דזבנא שׁדר אלהא לברה והוא מנ אנתתא והוא תחית נמוסא ܀
48N	4	5	דלאילינ דתחית נמוסא אנונ נזבנ ונקבל סימת בניא ܀
48N	4	6	ודאיתיכונ דינ בניא שׁדר אלהא רוחא דברה ללבותכונ הי דקריא אבא אבונ ܀
48N	4	7	מכיל לא הויתונ עבדא אלא בניא ואנ בניא אפ ירתא דאלהא ביד ישׁוע משׁיחא ܀
48N	4	8	הידינ גיר כד לא ידעינ הויתונ לאלהא פלחתונ להנונ דמנ כינהונ לא הוו אלהא ܀
48N	4	9	השׁא דינ דידעתונ לאלהא ויתיראית דאתידעתונ מנ אלהא תוב הפכתונ לכונ על הנונ אסטוכסא מרעא ומסכנא ומנ דרישׁ צביתונ למשׁתעבדו להונ ܀
48N	4	10	יומא וירחא וזבנא ושׁניא נטריתונ ܀
48N	4	11	דחל אנא דלמא סריקאית לאית בכונ ܀
48N	4	12	הוו אכותי מטל דאפ אנא אכותכונ הוית אחי בעא אנא מנכונ לא מדמ אסכלתונ בי ܀
48N	4	13	ידעינ אנתונ גיר דבכריהות בסרי סברתכונ הוית מנ קדימ ܀
48N	4	14	ונסיונא דבסרי לא שׁטתונ ולא נדתונ אלא איכ דלמלאכא דאלהא קבלתונני ואיכ דלישׁוע משׁיחא ܀
48N	4	15	איכו הכיל טובכונ סהד אנא גיר עליכונ דאלו משׁכחא הות עיניכונ חצינ הויתונ ויהבינ לי ܀
48N	4	16	דלמא בעלדבבא הוית לכונ דאכרזת לכונ שׁררא ܀
48N	4	17	חסמינ בכונ לא הוא לשׁפירתא אלא למחבשׁכונ הו צבינ דאנתונ תהוונ חסמינ בהונ ܀
48N	4	18	שׁפיר הו דינ דתתחסמונ בשׁפירתא בכלזבנ ולא אמתי דלותכונ אנא בלחוד ܀
48N	4	19	בני אילינ דמנ דרישׁ מחבל אנא עדמא דנתתציר בכונ משׁיחא ܀
48N	4	20	צבא הוית דינ דאהוא לותכונ השׁא ואשׁחלפ ברת קלי מטל דתמיה אנא בכונ ܀
48N	4	21	אמרו לי אנתונ אילינ דצבינ דנהוונ תחית נמוסא לה לנמוסא לא שׁמעינ אנתונ ܀
48N	4	22	כתיב גיר דלאברהמ תרינ בנינ הוו לה חד מנ אמתא וחד מנ חארתא ܀
48N	4	23	אלא הו דמנ אמתא בבסר אתילד הו דינ דמנ חארתא במולכנא הוא ܀
48N	4	24	הלינ דינ איתיהינ פלאתא דתרתינ דיתקס חדא דמנ טור סיני ילדא לעבדותא דאיתיה הגר ܀
48N	4	25	הגר גיר טורא הו דסיני דבארביא ושׁלמא להדא אורשׁלמ ופלחא עבדותא הי ובניה ܀
48N	4	26	הי דינ אורשׁלמ עליתא חארתא הי דאיתיה אמנ ܀
48N	4	27	כתיב גיר דאתבסמי עקרתא הי דלא ילדא ואתפצחי וגעי הי דלא מחבלא מטל דסגיו בניה דצדיתא יתיר מנ בניה דבעילתא ܀
48N	4	28	חננ דינ אחי איכ איסחק בני מולכנא חננ ܀
48N	4	29	ואיכ דהידינ הו דיליד הוא בבסרא רדפ הוא להו דברוחא הכנא אפ השׁא ܀
48N	4	30	אלא מנא אמר כתבא אפקיה לאמתא ולברה מטל דלא נארת ברה דאמתא עמ ברה דחארתא ܀
48N	4	31	חננ הכיל אחי לא הוינ בני אמתא אלא בני חארתא ܀
48N	5	1	קומו הכיל בחארותא הי דמשׁיחא חררנ ולא תתכדנונ תוב בנירא דעבדותא ܀
48N	5	2	הא אנא פולוס אמר אנא לכונ דאנ תתגזרונ משׁיחא מדמ לא מהנא לכונ ܀
48N	5	3	מסהד אנא דינ תוב לכל ברנשׁ דמתגזר דחיב הו דכלה נמוסא נעבד ܀
48N	5	4	אתבטלתונ לכונ מנ משׁיחא אילינ דבנמוסא מזדדקיתונ ומנ טיבותא נפלתונ ܀
48N	5	5	חננ גיר ברוחא דמנ הימנותא לסברא דזדיקותא מקויננ ܀
48N	5	6	במשׁיחא גיר ישׁוע לא גזורתא מדמ איתיה ולא עורלותא אלא הימנותא דמתגמרא בחובא ܀
48N	5	7	שׁפיר רהטינ הויתונ מנו דודכונ דלשׁררא לא תתטפיסונ ܀
48N	5	8	פיסכונ לא הוא מנ הו דקרכונ ܀
48N	5	9	חמירא קליל כלה גבילתא מחמע ܀
48N	5	10	אנא תכיל אנא עליכונ במרנ דמדמ אחרינ לא מתרעיתונ ואינא דדלח לכונ הו נסיבריוהי לדינא מנ דאיתוהי ܀
48N	5	11	אנא דינ אחי אלו עדכיל גזורתא מכרז הוית למנא מתרדפ הוית דלמא אתבטל לה כשׁלה דזקיפא ܀
48N	5	12	אשׁתופ דינ אפ מפסק נפסקונ הנונ דדלחינ לכונ ܀
48N	5	13	אנתונ דינ לחארותא הו אתקריתונ אחי בלחוד לא תהוא חארותכונ לעלת בסרא אלא בחובא הויתונ משׁתעבדינ חד לחד ܀
48N	5	14	כלה גיר נמוסא בחדא מלתא מתמלא בהי דתחב לקריבכ איכ נפשׁכ ܀
48N	5	15	אנ דינ חד לחד מנכתיתונ ואכליתונ חזו דלמא חד מנ חד תסופונ ܀
48N	5	16	אמר אנא דינ דברוחא הויתונ מהלכינ ורגתא דבסרא לא מנ מתומ תעבדונ ܀
48N	5	17	בסרא גיר ראג מדמ דנכא לרוחא ורוחא רגא מדמ דנכא לבסרא ותריהונ סקובלא אנונ חד דחד דלא מדמ דצביתונ תהוונ עבדינ ܀
48N	5	18	אנ דינ ברוחא מתדברינ אנתונ לא הויתונ תחית נמוסא ܀
48N	5	19	ידיעינ אנונ גיר עבדוהי דבסרא דאיתיהונ זניותא טנפותא צחנותא ܀
48N	5	20	פולחנא דפתכרא חרשׁותא בעלדבבותא חרינא טננא חמתא עצינא פלגותא סדקא ܀
48N	5	21	חסמא קטלא רויותא זמרא וכל דלהלינ דמינ ואילינ דהלינ סערינ איכ דמנ לוקדמ אמרת לכונ אפ השׁא אמר אנא דמלכותה דאלהא לא ירתינ ܀
48N	5	22	פארא דינ דרוחא איתיהונ חובא חדותא שׁלמא מגרת רוחא בסימותא טבותא הימנותא ܀
48N	5	23	מכיכותא מסיברנותא על הלינ נמוסא לא סימ ܀
48N	5	24	אילינ דינ דדמשׁיחא אנונ בסרהונ זקפו עמ כלהונ כאבוהי ורגיגתה ܀
48N	5	25	נחא הכיל ברוחא ולרוחא נשׁלמ ܀
48N	5	26	ולא נהוא סריקי שׁובחא דמקלינ חד על חד וחסמינ חד בחד ܀
48N	6	1	אחי אנ אנשׁ מנכונ נתקדמ בסכלותא אנתונ אילינ דברוח אנתונ אתקנוהי ברוחא מכיכתא והויתונ זהירינ דדלמא אפ אנתונ תתנסונ ܀
48N	6	2	וטענו יוקרא דחדדא דהכנא ממליתונ נמוסה דמשׁיחא ܀
48N	6	3	אנ גיר אנשׁ סבר דאיתוהי מדמ כד לא איתוהי נפשׁה מטעא ܀
48N	6	4	אלא אנשׁ עבדה נהוא בקא והידינ בינוהי לנפשׁה נהוא שׁובהרה ולא באחרנא ܀
48N	6	5	כלנשׁ גיר מובלא דנפשׁה נשׁקול ܀
48N	6	6	נשׁתותפ דינ הו דשׁמע מלתא להו מנ דמשׁמע לה בכלהינ טבתא ܀
48N	6	7	לא תטעונ אלהא לא מתבזח מדמ דזרע גיר בר אנשׁא הו הו חצד ܀
48N	6	8	מנ דבבסר זרע מנ בסרא חבלא הו חצד ומנ דברוח זרע מנ רוחא חיא דלעלמ נחצוד ܀
48N	6	9	וכד עבדיננ דטב לא הות מאנא לנ נהוא גיר זבנא דנחצוד ולא תמאנ לנ ܀
48N	6	10	השׁא הכיל עד זבנא אית לנ נפלוח טבתא לות כלנשׁ יתיראית לות בני ביתא דהימנותא ܀
48N	6	11	חזו אילינ כתיבנ כתבת לכונ באידי ܀
48N	6	12	אילינ דצבינ דנשׁתבהרונ בבסרא הנונ אלצינ לכונ דתתגזרונ דבלחוד בזקיפה דמשׁיחא לא נתרדפונ ܀
48N	6	13	אפלא גיר הנונ הלינ דגזרינ נטרינ נמוסא אלא צבינ דתתגזרונ דבבסרכונ דילכונ נשׁתבהרונ ܀
48N	6	14	לי דינ לא נהוא לי דאשׁתבהר אלא בזקיפה דמרנ ישׁוע משׁיחא דבה עלמא זקיפ לי ואנא זקיפ אנא לעלמא ܀
48N	6	15	לא גיר גזורתא איתיה מדמ ולא עורלותא אלא בריתא חדתא ܀
48N	6	16	ואילינ דלהנא שׁבילא שׁלמינ שׁלמא נהוא עליהונ ורחמא ועל איסריל דאלהא ܀
48N	6	17	מכיל לי אנשׁ עמלא לא נרמא אנא גיר כותמתה דמרנ ישׁוע בפגרי שׁקיל אנא ܀
48N	6	18	טיבותה דמרנ ישׁוע משׁיחא עמ רוחכונ אחי אמינ ܀
49N	1	1	פולוס שׁליחא דישׁוע משׁיחא בצבינה דאלהא לאילינ דאיתיהונ באפסוס קדישׁא ומהימנא בישׁוע משׁיחא ܀
49N	1	2	שׁלמא עמכונ וטיבותא מנ אלהא אבונ ומנ מרנ ישׁוע משׁיחא ܀
49N	1	3	מברכ הו אלהא אבוהי דמרנ ישׁוע משׁיחא הו דברכנ בכל בורכנ דרוח בשׁמיא במשׁיחא ܀
49N	1	4	איכנא דקדמ גבנ בה מנ קדמ תרמיתה דעלמא דנהוא קדישׁא ודלא מומ קדמוהי ובחובא קדמ רשׁמנ לה ܀
49N	1	5	וסמנ לבניא בישׁוע משׁיחא איכ דשׁפר לצבינה ܀
49N	1	6	דנשׁתבח שׁובחא דטיבותה הו דאשׁפע עלינ ביד חביבה ܀
49N	1	7	דבה אית לנ פורקנא ובדמה שׁובקנא דחטהא איכ עותרא דטיבותה ܀
49N	1	8	הי דאתיתרת בנ בכל חכמא ובכל סוכל ܀
49N	1	9	ואודענ ארזא דצבינה הו דקדמ הוא סמ דנסעור בה ܀
49N	1	10	למדברנותא דמוליהונ דזבנא דכלמדמ מנ דרישׁ נתחדת במשׁיחא דבשׁמיא ובארעא ܀
49N	1	11	ובה חננ אתגבינ איכ דקדמ רשׁמנ וצבא הו דכל סער איכ תרעיתא דצבינה ܀
49N	1	12	דנהוא חננ אילינ דקדמנ סברנ במשׁיחא להדרא דתשׁבוחתה ܀
49N	1	13	דאפ אנתונ בה שׁמעתונ מלתא דקושׁתא דאיתיה סברתא דחייכונ ובה הימנתונ ואתחתמתונ ברוחא דקודשׁא דמליכא הות ܀
49N	1	14	הי דאיתיה רהבונא דירתותנ לפורקנא דאילינ דחאינ ולשׁובחא דאיקרה ܀
49N	1	15	מטל הנא אפ אנא הא מנ דשׁמעת הימנותכונ דבמרנ ישׁוע משׁיחא וחובכונ דלות קדישׁא ܀
49N	1	16	לא משׁתלא אנא למודיו על אפיכונ ולמעהדכונ בצלותי ܀
49N	1	17	דאלהה דמרנ ישׁוע משׁיחא אבא דתשׁבוחתא נתל לכונ רוחא דחכמתא ודגלינא בידעתה ܀
49N	1	18	וננהרנ עינא דלבותכונ דתדעונ מנו סברא דקרינה ומנו עותרא דשׁובחא דירתותה בקדישׁא ܀
49N	1	19	ומנא הי יתירותא דרבותא דחילה בנ באילינ דמהימניננ איכ מעבדנותא דתוקפא דחילה ܀
49N	1	20	דעבד במשׁיחא ואקימה מנ בית מיתא ואותבה מנ ימינה בשׁמיא ܀
49N	1	21	לעל מנ כלהינ ארכוס ושׁולטנא וחילא ומרותא ולעל מנ כל שׁמ דמשׁתמה לא בלחוד בעלמא הנא אלא אפ בדעתיד ܀
49N	1	22	ושׁעבד כלמדמ תחית רגלוהי ולה דאיתוהי לעל מנ כל יהבה רשׁא לעדתא ܀
49N	1	23	דאיתיה גושׁמה ושׁומליא דהו דכל בכל משׁמלא ܀
49N	2	1	ואפ לכונ דמיתינ הויתונ בחטהיכונ ובסכלותכונ ܀
49N	2	2	בהלינ דמנ קדימ הלכתונ הויתונ בהינ איכ עלמיותה דעלמא הנא ואיכ צבינה דרישׁ שׁולטנא דאאר ודרוחא הדא דמתחפטא בבניא דלא מתטפיסנותא ܀
49N	2	3	בהנונ עבדא דאפ חננ אתהפכנ בהונ מנ קדימ ברגיגתא דבסרנ ועבדינ הוינ צבינא דבסרנ ודתרעיתנ ובניא הוינ דרוגזא מליאית איכ שׁרכא ܀
49N	2	4	אלהא דינ דעתיר ברחמוהי מטל חובה סגיאא דאחבנ ܀
49N	2	5	כד מיתינ הוינ בחטהינ אחינ עמ משׁיחא ובטיבותה פרקנ ܀
49N	2	6	ואקימנ עמה ואותבנ עמה בשׁמיא בישׁוע משׁיחא ܀
49N	2	7	דנחוא לעלמא דאתינ רבותא דעותרא דטיבותה ובסימותה דהות עלינ בישׁוע משׁיחא ܀
49N	2	8	בטיבותה הו גיר אתפרקנ בהימנותא והדא לא הות מנכונ אלא מוהבתא הי דאלהא ܀
49N	2	9	לא מנ עבדא דלא אנשׁ נשׁתבהר ܀
49N	2	10	בריתא חננ גיר דילה דאתברינ בישׁוע משׁיחא לעבדא טבא הנונ דמנ קדימ טיב אלהא דבהונ נהלכ ܀
49N	2	11	מטל הדא הויתונ עהדינ דאנתונ עממא מנ קדימ דבסר הויתונ ומתקרינ הויתונ עורלותא מנ הי דמתקריא גזורתא ואיתיה עבד אידיא בבסרא ܀
49N	2	12	ואיתיכונ הויתונ בהו זבנא דלא משׁיחא ונוכריינ הויתונ מנ דוברא דאיסריל ואכסניא הו לדיתקא דמולכנא ודלא סבר הויתונ ודלא אלה בעלמא ܀
49N	2	13	השׁא דינ בישׁוע משׁיחא אנתונ דמנ קדימ רחיקינ הויתונ קריבא הויתונ בדמה דמשׁיחא ܀
49N	2	14	הויו גיר שׁיננ הו דעבד תרתיהינ חדא ושׁרא סיגא דקאמ הוא במצעתא ܀
49N	2	15	ובעלדבבותא בבסרה ונמוסא דפוקדא בפוקדנוהי בטל דלתריהונ נברא בקנומה לחד ברנשׁא חדתא ועבד שׁינא ܀
49N	2	16	ורעי לתריהונ בחד פגר עמ אלהא ובזקיפה קטל בעלדבבותא ܀
49N	2	17	ואתא סבר שׁלמא לכונ לרחיקא ולקריבא ܀
49N	2	18	מטל דבה הו הוא לנ קורבא לתרינ בחדא רוח לות אבא ܀
49N	2	19	מכיל לא הויתונ אכסניא ולא תותבא אלא בני מדינתא דקדישׁא ובני ביתה דאלהא ܀
49N	2	20	ואתבניתונ על שׁתאסתא דשׁליחא ודנביא והו הוא רישׁ קרנא דבנינא ישׁוע משׁיחא ܀
49N	2	21	ובה מתרכב כלה בנינא ורבא להיכלא קדישׁא במריא ܀
49N	2	22	כד אפ אנתונ בה מתבנינ אנתונ למעמרא דאלהא ברוח ܀
49N	3	1	מטל הנא אנא פולוס אסירא אנא דישׁוע משׁיחא על אפיכונ עממא ܀
49N	3	2	אנ שׁמעתונ מדברנותא דטיבותה דאלהא דאתיהבת לי בכונ ܀
49N	3	3	דבגלינא אתידע לי ארזא איכנא דכתבת לכונ בזעוריתא ܀
49N	3	4	איכ מא דמשׁכחיתונ כד קרינ אנתונ למסתכלו ידעתי דבארזה דמשׁיחא ܀
49N	3	5	הו דבדרא אחרנא לא אתידע לבנינשׁא איכ דהשׁא אתגלי לשׁליחוהי קדישׁא ולנביוהי ברוח ܀
49N	3	6	דנהוונ עממא בני ירתותה ושׁותפא דפגרה ודמולכנא דאתיהב בה ביד אונגליונ ܀
49N	3	7	הו דאנא הוית משׁמשׁנה איכ מוהבתא דטיבותה דאלהא דאתיהבת לי מנ מעבדנותא דחילה ܀
